name,designation,ra,ra_err,dec,dec_err,w1_mean,w1_mean_err,w1_median,w1_median_err,w1_min,w1_min_err,w1_max,w1_max_err,w1_snr,w1_snr_min,w1_snr_max,w1_num_pts,w1_epochs,w1_amplitude,w1_var_ratio,w1_mean_median,w1_M_value,w1_fap,w1_sde,w1_power,w1_period,w1_baseline,w1_sigp,w1_in_sigp,w1_brighter_sigp,w1_fainter_sigp,w2_mean,w2_mean_err,w2_median,w2_median_err,w2_min,w2_min_err,w2_max,w2_max_err,w2_snr,w2_snr_min,w2_snr_max,w2_num_pts,w2_epochs,w2_amplitude,w2_var_ratio,w2_mean_median,w2_M_value,w2_fap,w2_sde,w2_power,w2_period,w2_baseline,w2_sigp,w2_in_sigp,w2_brighter_sigp,w2_fainter_sigp,w3_mean,w3_mean_err,w3_snr,w4_mean,w4_mean_err,w4_snr,w1_w2,delta_time,cadence,epochs,qual_flag,pmra,pmra_err,pmdec,pmdec_err,wiseview
740483560857296768,J101141.43+284547.66,152.922511,0.185835,28.762713,0.210683,14.236,0.067,14.233,0.063,13.847,0.054,14.468,0.102,16.641,6.8,21.5,288,22,0.621,0.96,0.003,0.378,0.003,11.92,0.085421285773416,0.0212295107076079,14.231,0.07,63.89,14.93,21.18,14.186,0.212,14.173,0.195,13.24,0.088,14.944,0.344,5.441,0.5,12.3,288,22,1.704,0.96,0.013,0.452,0.003,11.1,0.0989582072048435,0.5129138691885001,14.152,0.187,61.81,14.58,23.61,11.261,,0.775,7.67,,0.586,0.05,4940.286,0.13,22,SS,-124.82532395178832,0.05529637,-713.2437293229788,0.04374674,http://byw.tools/wiseview#ra=152.92260660408903&dec=28.76323852724818&size=107&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
3265311627666274944,J031449.75-010520.28,48.707153,0.528182,-1.089122,0.523559,15.538,0.172,15.483,0.164,15.034,0.136,16.398,0.312,6.686,3.4,10.0,51,18,1.364,0.57,0.055,0.671,0.0,9.21,0.4484168408833287,0.0251130328267957,15.444,0.169,54.9,13.73,31.37,14.856,0.402,14.871,0.391,14.017,,15.435,0.463,2.11,-0.1,4.1,51,18,1.418,0.73,-0.015,0.398,0.004,8.46,0.3210695204762578,0.3410736590399114,14.899,0.319,70.59,17.65,11.76,11.151,0.37,1.1,7.683,,0.662,0.682,4749.731,0.425,22,SS,-71.43332014097979,0.1446849,-70.29047017820314,0.13187526,http://byw.tools/wiseview#ra=48.707272601133006&dec=-1.0889663596753802&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1401366366041668224,J154927.36+480226.88,237.364047,0.854005,48.040746,0.965485,16.085,0.251,16.089,0.239,15.208,0.121,17.037,0.52,4.518,0.6,8.9,193,23,1.829,0.85,-0.004,0.518,0.0,10.26,0.1495050441306345,0.0211636170846276,16.023,0.257,66.32,9.84,23.83,15.157,0.4,15.18,0.403,14.176,,15.806,,0.981,-2.2,4.7,193,23,1.63,0.84,-0.023,0.384,0.002,11.38,0.1503565212274348,0.0164338364601481,15.247,0.408,78.76,17.1,4.15,11.3,0.287,0.86,7.854,0.522,0.909,0.928,4910.599,0.196,23,SS,109.18587232609772,0.06312369,-137.1255185835221,0.0745084,http://byw.tools/wiseview#ra=237.36398427210017&dec=48.04080038569376&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1439283711720415872,J172523.05+620937.91,261.346029,0.83343,62.160556,0.936119,16.207,0.273,16.195,0.257,15.201,,16.961,0.444,4.114,1.3,7.2,214,22,1.76,0.74,0.012,0.435,0.013,9.5,0.1237624368825135,0.1964354006224503,16.224,0.282,82.24,8.88,8.88,15.176,0.457,15.197,0.469,13.844,,15.9,,1.078,-3.2,3.5,214,22,2.056,0.8,-0.021,0.342,0.002,10.9,0.1180132631778064,0.0884283441060058,15.208,0.415,84.11,9.81,6.07,11.179,0.419,1.153,7.68,0.393,1.487,1.03,4913.862,0.524,22,SS,30.56477525384809,0.07336527,70.44220741019701,0.083485395,http://byw.tools/wiseview#ra=261.3460219991958&dec=62.160531733306165&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1281989124439286912,J145806.66+293719.94,224.527888,0.229847,29.621919,0.260821,14.606,0.08,14.603,0.076,14.233,0.079,15.02,0.147,14.051,4.0,19.2,320,23,0.787,0.74,0.003,0.53,0.0,15.23,0.1239210321897842,0.0326719583187651,14.593,0.088,52.81,22.19,25.0,14.533,0.259,14.514,0.245,13.75,0.139,15.364,0.487,4.388,0.4,10.0,320,23,1.614,0.75,0.019,0.527,0.0,14.24,0.154992139600357,0.0329472893886305,14.544,0.245,66.88,16.25,16.88,11.113,0.413,1.841,7.738,0.441,1.309,0.073,4910.41,0.13,23,SS,142.09490833112145,0.027503058,-598.393804136648,0.03130284,http://byw.tools/wiseview#ra=224.5277617018512&dec=29.622205824953102&size=106&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1666378698746614528,J142727.68+611026.64,216.864293,0.254651,61.174264,0.282036,14.691,0.09,14.67,0.086,14.4,0.093,15.039,0.11,12.546,6.4,17.4,67,15,0.639,0.76,0.021,0.577,0.001,8.93,0.292318541833724,0.0288484855229816,14.638,0.093,59.7,10.45,29.85,14.7,0.297,14.715,0.273,14.084,,15.406,0.536,3.779,0.3,6.3,67,15,1.322,0.75,-0.015,0.523,0.0,9.4,0.3223576847027529,0.0774344575331023,14.658,0.28,58.21,16.42,25.37,11.361,0.47,1.071,7.824,,0.569,-0.009,2756.007,0.358,22,SS,-279.5665040224775,0.058264017,10.909836859476302,0.06490323,http://byw.tools/wiseview#ra=216.86532645903048&dec=61.17406745316174&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1289020673097509760,J150506.16+325959.53,226.275661,0.25692,32.999882,0.288477,14.677,0.085,14.664,0.08,14.368,0.11,15.575,0.146,13.201,5.8,16.9,425,23,1.207,0.89,0.013,0.755,0.003,11.98,0.066807080293083,0.0164023204265254,14.653,0.093,67.76,12.24,20.0,14.542,0.263,14.522,0.242,13.635,,15.324,0.495,4.328,-0.7,9.3,425,23,1.689,0.93,0.02,0.475,0.002,10.84,0.0795036872636755,0.0252956826215661,14.566,0.247,65.88,18.12,16.0,11.353,0.427,1.071,7.811,0.504,0.842,0.135,4910.411,0.066,23,SS,-11.67589508739985,0.03235484,9.006096676748957,0.043171275,http://byw.tools/wiseview#ra=226.2756463038983&dec=32.999869973664126&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1884744525522874880,J225124.56+293946.65,342.853007,0.162166,29.663027,0.156185,13.935,0.054,13.924,0.052,13.712,0.049,14.744,0.112,20.426,9.7,25.4,335,23,1.032,0.84,0.011,0.795,0.01,11.44,0.0719969868669024,0.0221387307673482,13.904,0.059,61.79,10.75,27.46,13.945,0.168,13.935,0.155,13.313,0.158,14.971,0.476,6.9,1.0,11.8,335,23,1.658,0.78,0.01,0.625,0.007,10.22,0.0744529290708012,0.0169548151898844,13.875,0.156,64.18,8.66,27.16,11.318,0.448,1.089,7.809,,0.7,-0.01,4912.178,0.066,23,SS,1246.045074516113,0.15100558,138.2143119231665,0.19784173,http://byw.tools/wiseview#ra=342.8523234476119&dec=29.662959272690284&size=112&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1020653077580086784,J095016.67+531514.27,147.569253,0.273312,53.253985,0.309701,14.825,0.093,14.809,0.088,14.556,0.07,15.675,0.164,12.006,4.3,15.9,334,22,1.119,0.94,0.016,0.774,0.005,11.35,0.0767731096942138,0.1353475730993839,14.791,0.102,65.87,11.98,22.16,14.8,0.316,14.795,0.296,13.934,0.202,15.49,0.475,3.436,-1.7,7.0,334,22,1.556,0.85,0.005,0.447,0.0,12.07,0.0991812353334304,0.023577860866499,14.802,0.304,71.26,13.77,14.97,11.258,,0.84,7.665,0.492,1.02,0.026,4945.592,0.066,22,SS,-262.25055719360654,0.02138613,-35.16573388153499,0.022163153,http://byw.tools/wiseview#ra=147.56947299601484&dec=53.25396386015177&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
716504796716020352,J084909.32+342947.86,132.288689,0.309323,34.496637,0.34909,14.881,0.105,14.869,0.098,14.553,0.104,15.756,0.188,10.775,3.6,15.2,263,21,1.203,0.87,0.012,0.737,0.007,10.42,0.0980820256072526,0.0359343049463839,14.85,0.106,63.88,13.69,22.43,14.75,0.345,14.76,0.33,13.772,,15.653,0.529,2.789,-0.6,6.8,263,21,1.881,0.66,-0.01,0.475,0.0,12.88,0.1316278394448033,0.0221346410578553,14.687,0.291,70.72,10.27,19.01,11.179,,0.7,7.656,0.285,0.971,0.13,4947.991,0.13,21,SS,-124.5095715163738,0.036186982,7.796204644243232,0.029799221,http://byw.tools/wiseview#ra=132.2888165397682&dec=34.49662703781197&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
3926968661219149184,J115643.47+182219.65,179.181002,0.295047,18.372085,0.333375,14.84,0.1,14.84,0.094,14.507,0.091,15.254,0.166,11.298,4.1,15.6,165,22,0.747,0.87,0.0,0.554,0.0,14.73,0.2261588849471152,0.0326691542776054,14.856,0.104,58.79,24.85,16.36,14.715,0.34,14.734,0.334,13.954,,15.6,0.516,2.96,-1.6,7.4,165,22,1.646,0.89,-0.019,0.526,0.002,10.45,0.1750236628119178,0.0343255404807372,14.751,0.284,59.39,22.42,18.18,11.159,0.448,0.978,7.695,,0.687,0.124,4739.348,0.131,22,SS,-336.45887665119744,0.041012928,6.784685213528704,0.026439393,http://byw.tools/wiseview#ra=179.18110449272552&dec=18.372125323091502&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
3938156295111047680,J130542.01+180104.32,196.42493,0.333611,18.017913,0.379254,15.062,0.117,15.049,0.111,14.432,0.064,15.918,0.214,9.769,4.5,17.1,274,22,1.486,0.67,0.013,0.585,0.0,17.91,0.2825811197189715,0.0219637394667302,14.975,0.12,37.96,19.71,42.34,14.455,0.259,14.419,0.242,13.659,0.194,15.546,0.536,4.335,-0.2,8.7,274,22,1.887,0.78,0.036,0.597,0.0,13.75,0.1695743488818071,0.0218020015114443,14.384,0.23,55.47,17.52,27.01,11.155,0.433,1.211,7.694,0.375,0.9,0.607,4731.553,0.13,22,SS,-344.92388053360537,0.0603568,34.84858345430254,0.06341756,http://byw.tools/wiseview#ra=196.4250586544348&dec=18.01786698971346&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1498447607777405312,J140945.22+421600.50,212.438248,0.263099,42.266761,0.29595,14.771,0.088,14.765,0.085,14.32,0.077,15.188,0.118,12.558,7.4,15.8,325,22,0.868,0.7,0.006,0.487,0.001,13.38,0.0877490110455709,0.0222893904819165,14.748,0.099,65.54,11.38,23.08,14.77,0.312,14.748,0.285,13.942,,15.59,0.476,3.51,0.2,7.1,325,22,1.648,0.81,0.022,0.511,0.003,10.57,0.0922417662069468,0.0153137785688193,14.68,0.296,73.23,6.46,20.31,10.855,,0.864,7.374,0.222,1.018,0.002,4731.795,0.066,22,SS,-13.971582631278752,0.017872978,-9.9051483191927,0.024142593,http://byw.tools/wiseview#ra=212.4384138272362&dec=42.26680457924832&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
615733593956317568,J100148.99+144123.97,150.453903,0.23744,14.690012,0.269625,14.539,0.082,14.533,0.078,14.265,0.076,14.843,0.103,13.53,6.2,17.2,257,22,0.578,0.88,0.006,0.536,0.002,11.46,0.0972437877606926,0.0217420193751341,14.509,0.084,62.65,11.28,26.07,14.454,0.269,14.441,0.254,12.89,0.29,15.325,0.505,4.207,0.3,7.4,255,22,2.435,0.75,0.013,0.363,0.001,11.37,0.1237490173166904,0.1607992398864598,14.425,0.23,64.59,14.01,20.62,11.215,,0.54,7.707,,0.417,0.086,4940.485,0.13,22,SS,-338.703141161246,0.043188803,11.331797181997135,0.044699457,http://byw.tools/wiseview#ra=150.45412521332068&dec=14.689990879643132&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
642685200933153408,J095748.03+243250.52,149.449806,0.246,24.547017,0.282651,14.581,0.088,14.579,0.082,14.022,0.109,14.997,0.155,12.767,6.1,16.7,207,20,0.975,0.72,0.002,0.429,0.005,10.31,0.1151917763774148,0.0338321468552867,14.562,0.087,70.53,11.11,18.36,14.574,0.306,14.583,0.292,12.984,0.233,15.354,0.541,3.418,-0.4,6.3,207,20,2.37,0.89,-0.009,0.325,0.001,10.57,0.1342145511663451,0.0122023633873853,14.62,0.254,66.67,19.32,14.01,,,,,,,0.007,3480.719,0.13,21,SS,-269.67569035781486,0.032054868,-313.7261269380243,0.02786419,http://byw.tools/wiseview#ra=149.45013366797335&dec=24.54736776910658&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1422012892308493568,J172856.02+555826.30,262.23337,0.854112,55.974048,0.950464,16.251,0.273,16.242,0.266,15.758,0.242,17.206,,3.243,-80.4,6.9,109,22,1.448,0.74,0.009,0.666,0.003,8.92,0.2164765926176838,0.2058788652019024,16.135,0.291,80.73,3.67,15.6,15.183,0.409,15.151,0.417,14.106,,16.023,,0.885,-1.6,4.1,109,22,1.917,0.81,0.032,0.455,0.002,10.98,0.2209723995466781,0.022046795218324,15.101,0.417,75.23,6.42,18.35,11.315,0.334,2.057,7.741,0.381,1.375,1.068,4911.353,0.653,22,SS,-105.4039168783029,0.04129123,229.01971666651465,0.05471666,http://byw.tools/wiseview#ra=262.2334138771523&dec=55.97397181695169&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1055273537642488576,J104157.07+630700.74,160.487712,0.683311,63.116838,0.777081,15.969,0.23,15.946,0.216,15.391,0.193,17.13,0.513,5.003,1.8,8.0,213,22,1.739,0.92,0.023,0.681,0.0,12.15,0.1300215176915012,0.0233652285251072,15.895,0.234,68.54,8.45,23.0,15.128,0.434,15.137,0.446,10.453,0.029,15.811,,1.279,-2.1,37.2,213,22,5.358,0.94,-0.009,0.126,0.002,11.05,0.1174553580543662,0.0240643235386054,15.17,0.399,85.45,7.98,6.57,11.345,,1.033,7.727,,0.856,0.842,4938.764,0.131,22,SS,-72.34327522592365,0.024087591,-57.91949675054789,0.027845126,http://byw.tools/wiseview#ra=160.48778495015085&dec=63.1168733644762&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
3832329434808415744,J101805.02+011122.57,154.520934,0.815635,1.189565,0.897275,16.1,0.27,16.046,0.252,15.6,0.179,16.739,0.462,4.245,1.7,6.8,71,21,1.139,0.99,0.054,0.608,0.0,10.4,0.3634085744506541,0.4043617310430748,16.073,0.26,74.65,8.45,16.9,14.97,0.398,14.955,0.409,14.346,,15.478,,1.123,-0.9,4.0,71,21,1.132,0.86,0.015,0.462,0.0,10.4,0.3183919236410391,0.0509305494005508,14.947,0.349,81.69,7.04,11.27,11.123,,0.95,7.478,0.501,1.767,1.13,4731.05,0.326,22,SS,-23.219711547683417,0.067940876,-59.57087928900825,0.06224487,http://byw.tools/wiseview#ra=154.5209080947431&dec=1.1896041022497108&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
2836609093355562496,J224906.15+223632.94,342.27602,0.231364,22.609186,0.221584,14.412,0.074,14.399,0.07,14.049,0.101,15.452,0.136,15.077,7.0,19.5,323,22,1.403,0.81,0.013,0.751,0.0,15.77,0.1087319966766573,0.0163443749555424,14.391,0.078,57.89,15.48,26.63,14.475,0.27,14.462,0.253,13.759,,15.299,0.505,4.176,0.1,8.7,322,22,1.54,0.86,0.013,0.544,0.01,10.55,0.0872607763154612,0.0465372567439544,14.469,0.234,61.92,17.65,20.12,11.297,0.422,0.9,7.799,0.39,1.0,-0.063,4912.397,0.066,22,SS,522.6479776081811,0.029341195,59.55113114219469,0.03041204,http://byw.tools/wiseview#ra=342.27564454271646&dec=22.60915122984419&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1193520666521113344,J153505.63+124742.32,233.773359,0.250983,12.795002,0.281688,14.581,0.082,14.569,0.077,14.262,0.099,15.11,0.138,13.625,1.7,18.3,344,22,0.848,0.85,0.012,0.638,0.01,9.84,0.0718719711396311,0.0229323242442587,14.567,0.087,66.28,13.37,20.35,14.582,0.28,14.568,0.264,13.914,0.203,15.457,0.507,4.023,1.1,7.9,344,22,1.543,0.95,0.014,0.576,0.001,12.52,0.0912894967389616,0.0146409784996032,14.544,0.255,70.35,11.63,18.02,11.263,0.47,0.853,7.73,0.388,0.924,-0.001,4920.551,0.066,22,SS,-165.59663308711674,0.033611957,-179.69749172280143,0.032610696,http://byw.tools/wiseview#ra=233.77345316505165&dec=12.79509004208615&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
905923368548465152,J080911.14+352755.71,122.296331,0.272601,35.465439,0.303392,14.731,0.093,14.716,0.088,14.457,0.112,15.206,0.126,12.028,5.2,16.2,270,21,0.749,0.89,0.015,0.654,0.001,10.64,0.0936325041617502,0.0120395749516318,14.736,0.096,65.19,20.0,14.81,14.702,0.321,14.693,0.31,13.38,0.239,15.462,0.504,3.369,-0.2,6.7,270,21,2.082,0.91,0.009,0.369,0.0,11.96,0.1039084437746813,0.0425523595064701,14.749,0.281,66.67,19.26,14.07,11.142,0.398,1.243,7.747,,0.6,0.029,4941.449,0.13,21,SS,-54.31203548510248,0.026356379,-85.58813623784786,0.020661866,http://byw.tools/wiseview#ra=122.2964139116562&dec=35.46547556075916&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1058284412796260480,J115052.40+683115.31,177.718451,0.168716,68.520924,0.185407,14.167,0.06,14.157,0.057,13.961,0.065,14.651,0.098,18.532,9.3,23.1,505,22,0.69,0.83,0.01,0.716,0.0,15.0,0.0660936579758143,0.0119926003887895,14.146,0.068,68.71,8.91,22.38,14.226,0.191,14.208,0.18,13.689,0.13,15.173,,5.967,-4.9,10.4,505,22,1.484,1.0,0.018,0.65,0.007,11.46,0.0551769648779271,0.0226406722395647,14.19,0.193,70.89,10.3,18.81,11.356,,0.84,7.796,,0.6,-0.059,4941.938,0.066,22,SS,23.395906689235,0.020750113,-41.04559835046552,0.025725476,http://byw.tools/wiseview#ra=177.7183379080014&dec=68.52092072445353&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
2766234439302571904,J000720.94+123017.44,1.837434,0.289539,12.504711,0.283114,14.699,0.092,14.695,0.088,14.389,0.075,15.06,0.127,12.083,6.1,16.1,287,23,0.671,0.78,0.004,0.544,0.0,15.64,0.1242957119661207,0.0732641676716226,14.678,0.094,64.11,13.94,21.95,14.584,0.308,14.55,0.291,13.866,0.171,15.365,0.529,3.492,-0.1,6.7,287,23,1.499,0.95,0.034,0.544,0.002,11.98,0.1081649547549251,0.0130761181829456,14.523,0.256,58.54,14.98,26.48,11.043,,0.809,7.594,0.425,1.05,0.115,4911.571,0.13,23,SS,355.0270110930993,0.059796438,-232.29945183493905,0.06009912,http://byw.tools/wiseview#ra=1.8372377091198708&dec=12.5048454839222&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
2798132572998105984,J000747.63+195124.30,1.948448,0.265577,19.85674,0.259318,14.619,0.086,14.605,0.082,14.182,0.072,15.281,0.166,13.018,5.2,17.2,290,23,1.099,0.74,0.014,0.615,0.0,23.29,0.1963679832191133,0.0745751350962201,14.606,0.089,57.59,17.59,24.83,14.369,0.25,14.336,0.232,13.856,,15.344,,4.437,-7.0,7.7,289,23,1.488,0.95,0.033,0.677,0.0,14.69,0.1213008616324729,0.0745751350962201,14.282,0.216,64.83,7.24,27.59,11.22,,0.783,7.749,,1.1,0.25,4911.24,0.13,23,SS,13.844600052509625,0.056687683,-39.95778311702771,0.059727993,http://byw.tools/wiseview#ra=1.9484439317671527&dec=19.85674965790661&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
2555215995900584448,J002736.92+054158.90,6.903989,0.255147,5.699532,0.247022,14.491,0.081,14.484,0.076,14.087,0.094,15.277,0.166,13.807,6.5,17.6,267,23,1.19,0.77,0.007,0.666,0.002,10.91,0.0978752487299753,0.0282473050557011,14.454,0.082,62.55,10.49,26.97,14.478,0.277,14.453,0.252,13.46,0.218,15.442,0.52,4.034,-0.4,7.2,265,23,1.982,0.73,0.025,0.499,0.001,13.43,0.1178261135842001,0.019447230705946,14.447,0.234,58.8,15.73,24.72,11.005,0.392,1.144,7.504,,0.783,0.013,4911.395,0.13,23,SS,270.6739331525782,0.06813043,-264.4619032662961,0.039477557,http://byw.tools/wiseview#ra=6.903825079067502&dec=5.699694118371584&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
2349916559152267008,J004125.49-222108.40,10.355871,0.151209,-22.352589,0.145295,13.827,0.051,13.82,0.049,13.619,0.075,14.303,0.074,21.778,11.9,27.7,333,23,0.684,0.87,0.007,0.706,0.014,10.49,0.0742927887753547,0.0280959029596757,13.823,0.056,64.26,16.52,19.22,13.956,0.174,13.918,0.159,13.31,0.109,15.507,,6.628,-9.7,11.5,331,23,2.197,0.73,0.038,0.723,0.004,10.57,0.0868095746988102,0.0109280188426059,13.888,0.157,66.07,9.91,23.42,11.125,,0.98,7.743,,0.633,-0.129,4911.966,0.066,23,SS,-463.2060421074756,0.021710608,-381.7838948908595,0.018341593,http://byw.tools/wiseview#ra=10.356219925370176&dec=-22.35233354272889&size=106&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
2552928187080872832,J004911.22+052235.60,12.297463,0.049378,5.374949,0.046604,11.369,0.02,11.365,0.02,11.228,0.03,11.794,0.027,53.818,23.2,66.5,286,23,0.566,0.89,0.004,0.758,0.002,7.39,0.089788943126763,2.7397484752018277,11.365,0.029,79.72,7.34,12.94,11.35,0.031,11.345,0.029,10.466,,11.98,0.047,36.381,1.2,47.1,285,23,1.514,1.0,0.005,0.419,0.0,8.2,0.1903467192004279,2.6597544228986214,11.336,0.041,59.79,12.24,27.62,10.892,0.362,1.694,7.458,0.432,1.26,0.019,4910.187,0.131,23,SS,1231.3994653791733,0.022946512,-2711.882504484984,0.019384578,http://byw.tools/wiseview#ra=12.296740250462332&dec=5.376556608426358&size=127&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
2552121179905893888,J010350.27+050434.27,15.959666,0.124744,5.076301,0.119809,13.425,0.043,13.401,0.041,12.922,0.067,13.988,0.057,26.112,11.0,32.3,285,22,1.066,0.78,0.024,0.551,0.0,8.67,0.1400385019832547,2.62166763958382,13.397,0.046,55.44,15.44,29.12,13.475,0.131,13.455,0.115,11.203,,14.841,0.46,9.029,-1.5,14.6,285,22,3.638,0.7,0.02,0.381,0.012,6.98,0.0854451622205988,2.3503368822781723,13.397,0.111,54.04,9.47,36.49,11.112,,0.85,7.659,,0.7,-0.051,4750.083,0.13,22,SS,325.9296578353961,0.10024095,231.6133932938444,0.064839885,http://byw.tools/wiseview#ra=15.959464909337225&dec=5.0761873722871&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
2591754107321120896,J011800.06+161010.15,19.500233,0.146314,16.169169,0.142893,13.703,0.05,13.702,0.047,13.368,0.125,13.892,0.063,22.464,8.7,27.8,315,23,0.524,0.95,0.001,0.363,0.003,11.68,0.0821191742626338,0.0307947013286841,13.71,0.053,60.63,21.27,18.1,13.78,0.168,13.779,0.151,11.172,,14.697,0.523,7.086,-2.3,12.2,314,23,3.525,0.79,0.001,0.26,0.0,11.81,0.0965176793089856,0.0337223971634714,13.729,0.138,57.46,13.65,28.57,11.103,,1.117,7.549,0.374,1.229,-0.077,4936.206,0.13,23,SS,-17.203312745153305,0.021280903,-650.62488307205,0.0140731735,http://byw.tools/wiseview#ra=19.500233481464097&dec=16.16948658683004&size=106&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
2587268134239449728,J012833.85+135121.21,22.141041,0.28891,13.855876,0.288205,14.631,0.091,14.625,0.085,14.131,0.085,15.075,0.164,12.391,5.1,15.9,254,23,0.944,0.75,0.006,0.477,0.001,12.27,0.1061182954415156,0.0834867907616293,14.607,0.09,59.06,14.17,26.77,14.625,0.318,14.61,0.301,13.761,,15.511,,3.38,-0.4,7.5,254,23,1.75,0.85,0.015,0.515,0.002,11.14,0.1188998492875249,0.0227937584475624,14.662,0.265,61.02,21.26,17.72,11.148,,0.913,7.603,0.323,1.444,0.006,4936.575,0.131,23,SS,21.034146694879723,0.02841293,-52.05511377967973,0.01812495,http://byw.tools/wiseview#ra=22.14105345017056&dec=13.855891130144656&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
406775841506041344,J012924.05+510845.20,22.350199,0.205897,51.14588,0.196748,14.22,0.065,14.214,0.061,14.004,0.055,14.577,0.206,17.179,5.3,21.4,333,22,0.573,0.8,0.006,0.634,0.002,12.3,0.0780890181617041,0.0313301726857991,14.187,0.07,57.66,12.31,30.03,14.356,0.226,14.341,0.207,13.454,0.147,15.281,0.368,5.108,0.6,8.5,333,22,1.827,0.79,0.015,0.515,0.0,12.41,0.0905029869139354,0.0156494107444903,14.326,0.214,68.17,12.91,18.92,10.984,0.375,2.332,7.629,0.368,1.426,-0.136,4944.891,0.066,22,SS,32.93763212714137,0.031131864,-110.74016657184326,0.030101612,http://byw.tools/wiseview#ra=22.350210306133366&dec=51.14588792587352&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
2585189473147457408,J012924.11+102255.17,22.350346,0.181939,10.381786,0.178517,13.974,0.06,13.967,0.056,13.593,0.048,14.291,0.063,18.77,7.8,23.9,288,23,0.698,0.87,0.007,0.464,0.004,11.07,0.0870652064579266,0.03522835732007,13.954,0.06,57.99,13.89,28.12,14.039,0.212,14.042,0.19,12.349,,14.909,0.492,5.491,-1.3,9.2,288,23,2.56,0.92,-0.003,0.339,0.001,11.79,0.095303014724484,0.0522677731331886,14.053,0.167,63.19,18.75,18.06,11.066,0.4,1.536,7.438,0.403,2.312,-0.065,4935.605,0.131,23,SS,-139.51537311225752,0.029212203,-385.1500621906185,0.01709412,http://byw.tools/wiseview#ra=22.35044973553913&dec=10.381992921370085&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
