name,designation,ra,ra_err,dec,dec_err,w1_mean,w1_mean_err,w1_median,w1_median_err,w1_min,w1_min_err,w1_max,w1_max_err,w1_snr,w1_snr_min,w1_snr_max,w1_num_pts,w1_epochs,w1_amplitude,w1_var_ratio,w1_mean_median,w1_M_value,w1_fap,w1_sde,w1_power,w1_period,w1_baseline,w1_sigp,w1_in_sigp,w1_brighter_sigp,w1_fainter_sigp,w2_mean,w2_mean_err,w2_median,w2_median_err,w2_min,w2_min_err,w2_max,w2_max_err,w2_snr,w2_snr_min,w2_snr_max,w2_num_pts,w2_epochs,w2_amplitude,w2_var_ratio,w2_mean_median,w2_M_value,w2_fap,w2_sde,w2_power,w2_period,w2_baseline,w2_sigp,w2_in_sigp,w2_brighter_sigp,w2_fainter_sigp,w3_mean,w3_mean_err,w3_snr,w4_mean,w4_mean_err,w4_snr,w1_w2,delta_time,cadence,epochs,qual_flag,pmra,pmra_err,pmdec,pmdec_err,wiseview
3725570772761744384,J134723.40+102135.76,206.846756,0.166276,10.359807,0.190564,14.133,0.061,14.125,0.058,13.909,0.049,14.569,0.262,18.223,4.1,22.0,274,21,0.66,0.59,0.008,0.673,0.004,11.0,0.0916658974068385,0.0130551137527916,14.123,0.066,70.8,13.14,16.06,14.2,0.222,14.218,0.203,13.174,,14.864,0.34,5.139,0.9,9.4,274,21,1.69,0.89,-0.018,0.382,0.003,10.35,0.1088034041589283,0.1367685124498719,14.195,0.189,64.23,17.88,17.88,,,,,,,-0.067,4550.121,0.13,21,SS,-898.6551637204748,0.033796474,-140.65085991773077,0.026886981,http://byw.tools/wiseview#ra=206.8474799249124&dec=10.35993412978256&size=109&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1251824057289839744,J134801.28+233448.44,207.00453,0.104162,23.580174,0.115574,13.366,0.039,13.364,0.038,13.223,0.041,13.657,0.046,28.262,18.2,34.9,340,23,0.434,0.94,0.002,0.675,0.0,24.8,0.2958561863271231,0.0325234943844162,13.372,0.045,50.29,30.0,19.71,13.297,0.095,13.288,0.09,12.885,0.105,13.706,0.164,11.912,1.3,16.2,340,23,0.821,0.77,0.009,0.509,0.0,7.96,0.1103263184383514,3.141487133609446,13.297,0.099,67.06,15.59,17.35,10.89,0.522,1.267,7.635,0.399,1.192,0.069,4905.062,0.066,23,SS,-1485.655682748447,0.032595012,125.00998018173836,0.024764689,http://byw.tools/wiseview#ra=207.00533857595104&dec=23.58012342188568&size=114&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1478363619145920640,J141026.96+320831.86,212.612339,0.235043,32.142062,0.264754,14.591,0.08,14.596,0.077,14.325,0.064,14.931,0.093,13.827,7.0,19.1,378,23,0.606,0.84,-0.005,0.553,0.011,11.22,0.0659193797433873,0.0258576921522539,14.571,0.087,64.55,12.43,23.02,14.656,0.292,14.633,0.272,13.735,0.206,15.409,0.531,3.841,-0.6,7.9,377,23,1.674,0.88,0.023,0.464,0.023,9.07,0.0633488240264117,0.026144825956181,14.599,0.271,69.05,9.79,20.9,11.246,,1.282,7.792,,0.975,-0.065,4905.045,0.066,23,SS,8.756708007411063,0.026739402,-249.6977988086606,0.028090931,http://byw.tools/wiseview#ra=212.61235047694527&dec=32.14218196029137&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1488904946359359488,J145006.59+405533.35,222.527328,0.608197,40.925864,0.685676,15.834,0.198,15.816,0.188,15.234,0.144,16.655,0.37,5.727,1.5,9.4,221,23,1.421,0.97,0.018,0.59,0.0,12.21,0.1241677449252668,0.0312422670992639,15.735,0.212,61.09,9.95,28.96,15.013,0.399,15.002,0.396,14.243,,15.759,,1.89,-1.1,5.1,221,23,1.516,0.86,0.011,0.499,0.0,12.54,0.1269999602155025,0.0330824318076526,15.032,0.361,76.47,13.12,10.41,11.267,0.41,1.425,7.725,0.399,1.241,0.82,4913.681,0.131,23,SS,-45.548257616281056,0.030589294,-115.50821736927192,0.03296312,http://byw.tools/wiseview#ra=222.5274684561708&dec=40.92593187883359&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1613573690750097024,J145521.20+565544.57,223.838256,0.418715,56.929066,0.466255,15.335,0.137,15.324,0.129,14.849,0.138,15.99,0.391,8.241,2.8,13.5,581,22,1.141,0.97,0.011,0.584,0.0,15.2,0.0648078579243764,0.0388861633091546,15.322,0.146,68.33,13.94,17.73,15.014,0.386,15.02,0.389,13.799,,15.682,,2.044,-6.2,6.4,580,22,1.883,0.95,-0.006,0.352,0.043,9.38,0.0479039509238376,0.0322326843700621,15.03,0.362,76.59,11.7,11.53,11.391,0.441,1.087,7.804,0.461,0.846,0.321,4735.088,0.066,22,SS,-80.67578308470962,0.021793319,22.935886642025523,0.024599347,http://byw.tools/wiseview#ra=223.8383163800204&dec=56.9290476279614&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1276688069644366592,J151127.42+320418.90,227.864138,0.234292,32.071951,0.264,14.558,0.078,14.551,0.074,14.219,0.089,15.266,0.211,14.215,1.9,18.8,403,23,1.047,0.81,0.007,0.683,0.001,11.58,0.0712754626654411,0.0152683999435215,14.542,0.085,63.03,14.89,22.08,14.619,0.277,14.614,0.26,13.888,0.2,15.497,0.51,3.942,-0.6,7.7,403,23,1.609,0.97,0.005,0.549,0.032,9.07,0.0619613723894316,0.1090735137234705,14.555,0.263,66.5,10.92,22.58,11.246,0.404,1.033,7.758,,0.714,-0.061,4910.894,0.066,23,SS,-166.46682108234307,0.0149767045,61.51394304908428,0.0189053,http://byw.tools/wiseview#ra=227.8642337980401&dec=32.07191630733673&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1602197696772907648,J152542.81+562906.27,231.428303,0.35205,56.485011,0.390912,15.157,0.118,15.148,0.111,14.735,0.107,15.741,0.181,9.591,4.4,13.7,721,23,1.006,0.9,0.009,0.589,0.001,12.84,0.0422706397146666,0.0226971758377122,15.14,0.129,65.33,15.26,19.42,14.957,0.363,14.955,0.349,14.046,0.217,15.697,0.526,2.518,-2.1,6.5,720,23,1.651,0.88,0.002,0.449,0.0,9.4,0.0526979843318578,2.84472089946474,14.965,0.346,74.9,13.04,11.93,11.343,0.397,1.047,7.689,,0.968,0.2,4903.165,0.066,23,SS,-70.66396657215896,0.045182984,-146.2287810763088,0.051872507,http://byw.tools/wiseview#ra=231.4283640402841&dec=56.485075624876&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4403768373911022080,J153405.93-022710.32,233.524652,0.248653,-2.452933,0.2787,14.609,0.086,14.595,0.082,14.243,0.067,14.962,0.111,13.02,6.9,16.5,286,22,0.719,0.93,0.014,0.51,0.004,11.04,0.0908237942359457,0.0140920570592762,14.575,0.089,60.49,9.44,30.07,14.662,0.316,14.664,0.295,13.537,0.272,15.476,0.519,3.407,-0.6,6.4,284,22,1.939,0.85,-0.002,0.419,0.001,11.72,0.0938900202679892,0.0925139548299647,14.654,0.272,69.23,13.29,16.78,11.078,0.496,1.244,7.678,,0.7,-0.053,4914.718,0.13,22,SS,-64.43047849970534,0.068543136,-128.7368957973203,0.061682187,http://byw.tools/wiseview#ra=233.5247116279968&dec=-2.452866514842616&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1641386833807056640,J153744.14+650151.42,234.433885,0.222231,65.031036,0.227052,14.477,0.073,14.461,0.069,14.128,0.059,15.909,0.185,15.277,5.9,20.3,835,23,1.781,0.98,0.016,0.813,0.026,10.6,0.0280988268366352,0.11471134306521,14.464,0.081,63.83,16.89,19.28,14.559,0.251,14.541,0.231,13.306,,15.428,0.53,4.512,-2.6,9.5,832,23,2.122,0.93,0.018,0.418,0.002,12.37,0.0381566600334513,0.0186592652402415,14.498,0.251,67.43,10.18,22.04,11.256,0.208,5.279,7.737,0.346,2.482,-0.082,4940.39,0.066,23,SS,-117.08314670852587,0.022330778,167.3862814962348,0.022114674,http://byw.tools/wiseview#ra=234.4339201899957&dec=65.03095127688734&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1370654257498865536,J154033.15+330853.85,235.138035,0.259022,33.148356,0.293629,14.709,0.086,14.695,0.082,14.23,,15.586,0.159,12.87,1.1,16.8,427,23,1.356,0.79,0.014,0.657,0.016,9.75,0.049023156369527,0.0221265548142087,14.704,0.095,62.76,16.63,20.61,14.769,0.313,14.755,0.294,13.636,0.147,15.568,0.541,3.397,-0.9,7.4,427,23,1.932,0.88,0.014,0.421,0.009,9.91,0.0675530793887263,0.0554008527481539,14.743,0.296,71.19,11.94,16.86,11.321,0.504,0.688,7.796,0.515,0.893,-0.06,4911.802,0.066,23,SS,-163.50291679082432,0.016492018,84.38126853804762,0.02649306,http://byw.tools/wiseview#ra=235.13812228463908&dec=33.148292986189965&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1641326979142898048,J154144.92+645351.96,235.437177,0.240823,64.897746,0.245681,14.707,0.085,14.695,0.08,14.241,0.069,15.69,0.162,13.12,6.0,17.9,810,23,1.449,0.84,0.012,0.687,0.002,12.14,0.0358105729985515,0.0329654701923168,14.701,0.094,58.64,20.37,20.99,13.925,0.149,13.896,0.137,12.788,0.104,15.599,,7.741,-4.1,13.0,810,23,2.811,0.69,0.029,0.606,0.0,15.07,0.0487497974681606,0.0329536303566701,13.885,0.154,63.95,13.46,22.59,11.275,0.477,1.052,7.742,0.425,1.024,0.782,4939.331,0.066,23,SS,12.67224569454826,0.02916001,-63.57924726971152,0.02986686,http://byw.tools/wiseview#ra=235.43717275347808&dec=64.89776678282702&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1376326912864142336,J154605.34+375127.72,236.522221,0.275966,37.85772,0.311942,14.81,0.092,14.804,0.087,14.374,0.104,15.305,0.168,12.141,5.5,16.4,492,23,0.931,0.87,0.006,0.538,0.002,12.86,0.0597674561046748,0.0394858174916135,14.797,0.101,66.87,14.23,18.9,14.823,0.327,14.831,0.312,13.797,0.516,15.661,0.5,3.255,-1.6,6.8,492,23,1.864,0.9,-0.008,0.445,0.009,10.68,0.0638956036585554,0.0175122942717128,14.869,0.31,70.12,19.72,10.16,11.36,0.439,1.075,7.765,,0.729,-0.013,4911.825,0.066,23,SS,-71.35163279227405,0.018331354,13.636409401336511,0.02281921,http://byw.tools/wiseview#ra=236.5222606043417&dec=37.85769920586022&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
6250213984568447872,J160040.25-165427.10,240.167455,0.710772,-16.907435,0.783951,15.804,0.233,15.797,0.215,12.977,0.062,16.642,,5.012,-0.5,17.5,82,21,3.665,0.86,0.007,0.231,0.007,8.31,0.2690735548633787,0.0461400699365621,15.634,0.207,56.1,7.32,36.59,14.902,0.385,14.93,0.381,14.213,,15.438,0.461,1.609,-13.5,4.5,82,21,1.225,0.83,-0.028,0.415,0.0,13.08,0.39742508943387,0.1101102246339013,14.91,0.331,78.05,14.63,7.32,10.891,0.367,1.7,7.424,0.488,1.52,0.903,4912.389,0.262,22,SS,-791.8249063858736,0.20296346,195.9089973228094,0.13685659,http://byw.tools/wiseview#ra=240.16772844051536&dec=-16.907528230355307&size=108&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1372458109403442432,J160123.32+364825.56,240.347274,0.225636,36.80679,0.257854,14.533,0.077,14.529,0.073,14.201,0.114,14.946,0.089,14.505,5.4,18.8,479,22,0.745,0.73,0.004,0.56,0.0,12.44,0.0602676640058404,0.0282685665699873,14.502,0.084,66.6,8.77,24.63,14.622,0.274,14.619,0.255,13.52,0.17,15.464,0.403,4.074,-0.6,8.4,478,22,1.944,0.74,0.003,0.435,0.024,9.78,0.0561729730614202,0.0602412708424312,14.58,0.264,70.77,11.06,17.95,11.403,0.473,0.826,7.826,0.488,0.915,-0.089,4912.244,0.066,22,SS,101.11268412605313,0.017698616,-545.3534823632249,0.022434367,http://byw.tools/wiseview#ra=240.34717326878896&dec=36.80710083126934&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1622697949337226112,J160241.95+575816.16,240.674763,0.188198,57.971179,0.208324,14.288,0.065,14.273,0.061,13.961,0.127,16.18,0.245,17.286,4.4,22.5,830,23,2.219,0.96,0.015,0.859,0.002,12.64,0.0354285973204362,0.0586179450487511,14.272,0.073,61.2,17.71,21.08,14.354,0.216,14.336,0.199,13.515,0.145,15.487,,5.376,-6.1,10.1,830,23,1.972,0.84,0.018,0.584,0.02,10.61,0.0328727288182976,0.0212742124146995,14.306,0.214,65.66,13.13,21.2,11.341,0.416,0.909,7.761,0.346,0.927,-0.066,4911.085,0.066,23,SS,-14.203679192648712,0.022227867,52.6967808189676,0.024149159,http://byw.tools/wiseview#ra=240.67479538266184&dec=57.97115619816701&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1323922779935068160,J160714.22+342342.54,241.809264,0.479978,34.395023,0.538114,15.498,0.155,15.491,0.146,15.069,0.114,16.44,0.542,7.355,2.0,11.3,384,22,1.371,0.94,0.007,0.692,0.002,11.61,0.071843907830271,0.0309967323904942,15.5,0.164,67.19,17.45,15.36,15.044,0.409,15.036,0.414,14.21,0.259,15.727,0.488,1.843,-0.8,5.1,383,22,1.517,0.87,0.008,0.456,0.006,10.8,0.0710755763756372,0.0322109273996331,14.966,0.372,78.65,5.47,15.62,11.418,,0.78,7.843,0.497,0.836,0.453,4919.963,0.066,22,SS,36.16967734334976,0.045101073,-252.90321139622708,0.05838226,http://byw.tools/wiseview#ra=241.8092316547312&dec=34.39515071948982&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1384866854036828032,J160822.00+420545.26,242.091588,0.16028,42.095998,0.179999,14.059,0.056,14.058,0.053,13.741,0.054,14.407,0.061,19.7,9.4,24.2,546,22,0.666,0.81,0.001,0.524,0.006,11.03,0.0458014054896755,0.0140660427427379,14.054,0.063,65.57,15.02,19.41,14.103,0.178,14.08,0.161,13.099,,15.094,,6.503,-0.2,11.4,545,22,1.995,0.78,0.023,0.508,0.013,10.11,0.0436576753205949,0.069311165921713,14.053,0.176,66.3,10.99,22.53,11.366,0.394,0.99,7.782,,0.77,-0.044,4912.27,0.066,22,SS,-128.18319490322858,0.015865814,114.1044574602742,0.018688627,http://byw.tools/wiseview#ra=242.0916863288587&dec=42.0959059912203&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1331106782752978688,J162824.34+364627.79,247.101028,0.114947,36.774874,0.127722,13.602,0.043,13.595,0.042,13.426,0.061,14.017,0.051,25.479,14.2,31.3,506,22,0.591,0.86,0.007,0.714,0.01,10.53,0.0475559624921523,0.0297303601195767,13.584,0.05,67.19,9.88,22.92,13.616,0.117,13.603,0.109,13.003,0.087,15.126,,9.734,-0.6,15.0,502,22,2.123,0.83,0.013,0.717,0.005,10.76,0.0554574186294355,0.0220325068317636,13.6,0.123,65.42,15.42,18.38,11.321,,0.675,7.721,0.449,1.073,-0.015,4913.061,0.066,22,SS,-494.2303311112189,0.014549935,746.6977920401503,0.017965537,http://byw.tools/wiseview#ra=247.10143735940747&dec=36.77438726537573&size=109&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4440264291578812928,J163233.47+085118.53,248.139662,0.107886,8.854983,0.118564,13.428,0.04,13.425,0.039,13.228,0.039,14.133,0.064,27.42,11.8,33.4,323,22,0.905,0.86,0.003,0.782,0.01,9.93,0.070963068888224,0.158332510901478,13.415,0.047,66.56,12.69,20.74,13.441,0.107,13.417,0.1,13.102,0.082,14.631,0.39,10.711,2.8,14.7,323,22,1.529,0.86,0.024,0.794,0.004,11.9,0.0816203563121787,0.0731917104136969,13.4,0.109,68.11,8.05,23.84,11.286,0.497,0.8,7.759,,0.975,-0.013,4912.861,0.066,22,SS,278.0612399418216,0.023798956,-259.0214397748555,0.01711974,http://byw.tools/wiseview#ra=248.139453120982&dec=8.855146770762529&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4466388790929771904,J163441.93+173633.57,248.674783,0.086149,17.609316,0.09354,13.049,0.033,13.043,0.033,12.888,0.038,13.488,0.051,32.931,14.0,39.5,346,22,0.6,0.8,0.006,0.742,0.01,10.61,0.0683080036785711,0.0218428887510571,13.05,0.041,76.59,13.01,10.4,13.102,0.08,13.093,0.077,12.741,0.059,13.598,0.169,13.972,6.4,19.1,344,22,0.857,0.98,0.009,0.589,0.026,8.74,0.0607605770565374,0.1083112328289315,13.074,0.088,70.23,6.94,22.25,11.286,0.529,1.1,7.731,,0.843,-0.053,4912.889,0.066,22,SS,77.9164333452278,0.017008964,-32.69544292948,0.015106026,http://byw.tools/wiseview#ra=248.6747288486216&dec=17.60932387741048&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1405343643196929536,J163501.76+431731.52,248.757503,0.117729,43.291925,0.131784,13.664,0.044,13.66,0.043,13.435,0.047,13.998,0.05,24.924,13.6,30.9,600,22,0.563,0.73,0.004,0.6,0.002,12.0,0.0434882628960681,0.0327708095269502,13.656,0.052,68.0,11.5,20.5,13.718,0.127,13.709,0.118,13.138,0.111,14.618,,8.96,1.5,14.3,599,22,1.48,0.78,0.009,0.614,0.009,10.94,0.0432836039308911,0.0255501102202982,13.723,0.132,69.0,16.67,14.17,11.353,0.524,0.833,7.787,0.518,0.785,-0.054,4914.203,0.066,22,SS,226.1120750365478,0.019577302,-301.84563644337607,0.022649407,http://byw.tools/wiseview#ra=248.7573356070424&dec=43.29208824427913&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1425397189098547200,J163726.41+513300.93,249.360015,0.828773,51.550301,0.946313,16.23,0.279,16.22,0.264,15.632,0.18,16.892,0.42,4.152,1.5,6.9,113,21,1.26,0.84,0.01,0.533,0.008,9.41,0.2058512887591518,0.0260603198538236,16.092,0.287,69.91,3.54,26.55,15.204,0.46,15.254,0.483,14.278,0.427,15.736,,0.857,-2.5,3.7,113,21,1.458,0.96,-0.05,0.331,0.006,10.16,0.2081302202017265,0.014986839016022,15.312,0.424,83.19,16.81,0.0,11.302,0.404,1.35,7.807,,1.75,1.027,4912.242,0.392,22,SS,-66.91682222756107,0.066138834,146.09957151923757,0.07476459,http://byw.tools/wiseview#ra=249.36005401045568&dec=51.55025802547347&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1326398777041821568,J163927.80+332514.78,249.865817,0.224526,33.420549,0.251907,14.578,0.079,14.562,0.074,14.316,0.089,16.877,,14.099,-43.8,18.7,481,22,2.561,0.96,0.016,0.904,0.011,10.54,0.0497332545691566,0.0505100900165853,14.57,0.087,67.57,14.97,17.46,14.662,0.28,14.646,0.264,12.789,,15.449,0.54,4.035,-0.4,8.0,480,22,2.66,0.88,0.016,0.302,0.016,10.72,0.0512233286526457,0.0886515626148142,14.687,0.272,72.97,13.51,13.31,11.376,0.418,1.49,7.834,,0.983,-0.084,4913.088,0.066,22,SS,-20.73407586106549,0.016260874,-466.588966851685,0.019022027,http://byw.tools/wiseview#ra=249.8658126663325&dec=33.42077106173795&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1425909733315616000,J164056.93+534106.27,250.236964,0.185803,53.685053,0.207281,14.269,0.062,14.263,0.06,13.983,0.069,14.838,0.083,17.798,10.1,21.9,709,22,0.855,0.81,0.006,0.673,0.002,12.84,0.040505552730931,0.0586373449985239,14.263,0.072,68.27,14.1,17.63,14.289,0.202,14.271,0.188,13.624,0.132,15.554,,5.713,-2.6,10.4,709,22,1.93,0.93,0.018,0.665,0.001,12.64,0.0414554198968352,0.0398863395583437,14.238,0.203,70.66,9.87,19.46,11.407,0.484,0.856,7.822,0.496,0.782,-0.02,4913.065,0.066,22,SS,-119.42455624364048,0.030754527,-190.4384888847497,0.030684933,http://byw.tools/wiseview#ra=250.2372225691008&dec=53.685075007864384&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1704918191912744192,J164431.14+762806.60,251.129499,0.85313,76.468584,0.770297,16.106,0.25,16.087,0.231,14.858,,16.978,0.475,4.631,1.0,7.7,158,21,2.12,0.82,0.019,0.42,0.0,11.83,0.1947611360968312,0.0130581035989086,16.056,0.261,68.35,11.39,20.25,15.166,0.404,15.164,0.429,14.438,,15.914,,1.292,-1.2,4.9,158,21,1.476,0.83,0.002,0.508,0.001,11.28,0.1730856408943538,0.0165484377137016,15.117,0.411,82.91,6.33,10.76,11.264,0.434,1.283,7.699,0.426,1.068,0.941,4943.479,0.393,21,SS,-15.27248110322701,0.07048049,76.07113785152481,0.090854466,http://byw.tools/wiseview#ra=251.1297524375824&dec=76.46849996915495&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1314045729544380288,J164718.19+322833.27,251.825698,0.191597,32.475918,0.213202,14.355,0.068,14.352,0.064,14.041,0.067,16.789,,16.364,-13.5,21.0,454,22,2.748,0.91,0.003,0.887,0.013,9.61,0.0524690883435405,0.0412438678197847,14.345,0.076,68.72,15.86,15.42,14.47,0.242,14.438,0.222,13.637,0.195,15.604,0.532,4.79,0.8,8.5,453,22,1.967,0.81,0.032,0.593,0.001,12.88,0.0745983659713755,0.024487615886167,14.406,0.233,68.72,8.81,22.25,11.381,,0.689,7.728,0.512,1.025,-0.115,4913.161,0.066,22,SS,-158.9551567325134,0.023770422,25.438143806579703,0.031670447,http://byw.tools/wiseview#ra=251.8257980679459&dec=32.47590828462847&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4334641562477923712,J165335.38-100119.71,253.397593,0.214149,-10.022352,0.235762,14.372,0.076,14.355,0.071,14.073,0.101,16.616,,14.671,-17.2,20.4,239,21,2.543,0.93,0.017,0.889,0.019,10.08,0.089137303908698,0.0254151928446395,14.353,0.076,52.72,22.59,24.69,14.381,0.251,14.371,0.232,13.798,0.152,15.383,0.525,4.495,-1.1,7.6,239,21,1.585,0.83,0.01,0.638,0.005,10.72,0.1146751109449105,0.0126229928072179,14.335,0.218,67.78,12.97,19.25,11.089,0.443,1.813,7.632,,0.833,-0.009,4731.0,0.13,22,SS,159.37905576466335,0.04554491,-211.01375094738896,0.03079257,http://byw.tools/wiseview#ra=253.39740924172665&dec=-10.022140991242862&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1631669453120152192,J165428.77+633919.73,253.619702,0.801605,63.655438,0.852217,16.093,0.248,16.075,0.233,15.0,0.257,17.019,0.513,4.607,1.5,8.9,352,23,2.019,0.74,0.018,0.468,0.008,10.63,0.0842627165152347,0.0165171552279997,16.07,0.258,71.88,11.93,16.19,15.166,0.455,15.18,0.462,14.223,,15.984,,0.803,-9.0,3.1,351,23,1.761,0.76,-0.014,0.457,0.0,13.18,0.083011016255738,0.1325711128222613,15.145,0.411,78.69,8.52,12.5,11.106,0.323,1.192,7.807,0.442,0.995,0.928,4908.947,0.262,23,SS,-121.69132638580066,0.03937731,-90.62079560483588,0.04575785,http://byw.tools/wiseview#ra=253.61985528425595&dec=63.65547940741603&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4565048312887877888,J165709.89+212639.48,254.291234,0.141028,21.444016,0.15388,13.853,0.05,13.846,0.048,13.657,0.094,14.248,0.056,21.932,11.1,26.9,363,22,0.591,0.79,0.007,0.68,0.001,11.31,0.0708839352671013,0.0328953061145577,13.844,0.057,65.56,14.88,19.56,13.943,0.154,13.92,0.145,13.409,0.13,15.022,0.44,7.386,0.1,11.4,362,22,1.613,0.83,0.023,0.683,0.006,10.15,0.0700562493791472,0.0353698975615121,13.911,0.156,69.97,10.74,19.01,11.4,0.423,1.6,7.794,0.518,1.012,-0.09,4913.037,0.066,22,SS,24.790804663642994,0.013092258,-573.8012251775307,0.014071684,http://byw.tools/wiseview#ra=254.2912014468113&dec=21.444299762560085&size=106&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1408135749896104192,J170530.48+480311.24,256.377315,0.1407,48.053037,0.153342,13.889,0.05,13.887,0.048,13.653,0.071,14.349,0.079,22.026,10.9,27.9,457,22,0.696,0.85,0.002,0.664,0.002,12.32,0.0575984641636927,0.0394317205923033,13.88,0.058,64.11,15.1,20.79,13.969,0.15,13.958,0.139,13.462,0.108,14.969,0.53,7.647,-2.2,12.0,456,22,1.507,0.88,0.011,0.671,0.008,11.29,0.0580840054114745,0.013125822954321,13.942,0.159,67.83,12.91,19.04,11.284,0.485,1.167,7.73,0.487,0.852,-0.081,4913.383,0.098,22,SS,22.83569297600461,0.016857145,-70.01259701869863,0.017505893,http://byw.tools/wiseview#ra=256.3769859404461&dec=48.053122598778906&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1638563322306634368,J171305.92+693120.02,258.27464,0.148641,69.522044,0.131479,13.823,0.048,13.817,0.046,11.848,0.025,14.648,0.075,22.884,10.8,43.6,1476,22,2.8,0.77,0.006,0.297,0.004,13.05,0.0200404342599742,0.0171933802768336,13.821,0.056,64.45,18.89,16.59,13.9,0.142,13.881,0.132,11.839,0.05,15.195,0.489,8.067,-0.1,21.5,1475,22,3.356,0.75,0.019,0.392,0.002,14.1,0.0232250281345492,0.0261501319222757,13.898,0.151,69.33,14.9,15.64,11.052,0.462,0.924,7.551,0.337,1.176,-0.077,4947.74,0.131,22,SS,-55.51276016845385,0.019984612,-343.04210870675666,0.02503638,http://byw.tools/wiseview#ra=258.2746730693291&dec=69.52222686589576&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1334770870892758912,J171534.99+331301.62,258.895825,0.315094,33.217036,0.351377,15.006,0.106,14.994,0.101,14.588,0.11,15.705,0.183,10.538,1.9,15.5,420,22,1.117,0.81,0.012,0.637,0.007,10.03,0.057144641603448,0.0284672251401675,14.975,0.116,64.52,11.67,23.81,14.922,0.347,14.916,0.341,13.77,0.187,15.618,,2.871,-1.0,5.9,418,22,1.848,0.93,0.006,0.38,0.0,11.73,0.0800058891910774,0.0158402925387641,14.954,0.337,76.43,12.14,10.95,11.349,0.312,1.28,7.713,,0.99,0.085,4913.495,0.066,22,SS,103.20361275424538,0.024748787,-142.02992297977926,0.030095143,http://byw.tools/wiseview#ra=258.8958101549487&dec=33.21711706236134&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
